id;exemplo1;explicacao1;exemplo2;explicacao2;exemplo3;explicacao3;exemplo4;explicacao4;
221;Já paguei a um consultor $ 1.000 para analisar os prós e os contras de iniciar essa nova divisão de negócios. Ele aconselhou que eu não deveria seguir em frente porque é um mercado em declínio. No entanto, se eu não seguir em frente, esses $ 1.000 teriam sido desperdiçados, então é melhor seguir em frente de qualquer maneira.;O que essa pessoa não percebe é que seguir em frente provavelmente resultará na perda de muito mais tempo e dinheiro. Essa pessoa está pensando a curto prazo, não a longo prazo, e está simplesmente tentando evitar a perda de $ 1.000, o que é um pensamento falacioso.;Há ministros, padres, pastores e outros clérigos em todo o mundo que investiram uma parte significativa de suas vidas em teologia, que não conseguem mais manter crenças sobrenaturais - que foram além da fé. Centenas deles reconhecem esses custos irrecuperáveis e estão procurando a melhor maneira de seguir em frente (consulte http://www.clergyproject.org), enquanto muitos outros não aceitam a perda de seu investimento religioso e continuam a praticar uma profissão inconsistente com seus crenças.;É claro que o clero que não foi além da fé e vive consistentemente com suas crenças não cometeu essa falácia.;;;;;
222;Rick: Preciso saber se devemos parar para almoçar ou não. Você está com fome ou sem fome, qual é? Tina: Se ter fome é poder comer, estou sempre com fome.;Se redefinirmos a fome como “ser capaz de comer”, então, exceto nas poucas ocasiões em que as pessoas são clinicamente incapazes, todos estão sempre com fome e isso perde todo o significado.;Kent: Meu carro novo é muito rápido. Cal: Duvido que seja tão rápido quanto um caça a jato, portanto, não é rápido.;Na declaração de Kent, há um correlativo implícito, ou seja, seu carro é rápido ou não é rápido. Agora, se o que Cal diz for verdade, nenhum carro jamais seria considerado “rápido” e a velocidade perderia todo o significado para os carros.;;;;;
223;Vamos usar o exemplo dos acidentes automobilísticos, pois temos dados relativamente bons sobre eles. De acordo com a National Highway Traffic Safety Administration, cerca de 32.000 pessoas morrem a cada ano nas estradas dos Estados Unidos. O número de pessoas envolvidas em acidentes fatais é aproximadamente o dobro desse valor, o que significa que cerca de metade das pessoas sobrevive e metade morre. Digamos que 80% das pessoas envolvidas em um acidente fatal busquem ajuda sobrenatural. Dada uma distribuição uniforme entre sobreviventes e não sobreviventes, isso significaria que 25.600 pessoas que buscaram ajuda sobrenatural morreram e 25.600 que buscaram ajuda sobrenatural viveram para contar sobre isso. Agora precisamos adicionar os 20% de sobreviventes que não buscaram ajuda sobrenatural que sobreviveram: 6.400. Então, o que temos é um grupo de 32.000 sobreviventes, 80% dos quais parecem ter sido salvos por intervenção sobrenatural. É claro que homens mortos não contam histórias, então nos esquecemos dos 80% daqueles que morreram e buscaram ajuda sobrenatural e não a obtiveram. Por causa do viés de sobrevivência, temos uma amostra radicalmente tendenciosa que leva a uma conclusão falaciosa.;;O viés de sobrevivência é usado por golpistas e vigaristas que se aproveitam do público ""estatisticamente ignorante"". Um golpe comum é algo que chamo de ""investidor profético"". O golpista enviará um e-mail para um grupo muito grande de pessoas (digamos, 10 milhões) com a alegação de que eles têm um histórico perfeito para escolher investimentos vencedores. Mas eles dizem para você não acreditar na palavra deles, deixe-os provar isso escolhendo uma ação por dia durante 7 dias seguidos que aumenta de valor. Então, eles dizem quando você estiver convencido, ligue para eles e invista com eles. Veja como funciona o golpe: Dia 1: Cinco ações diferentes são escolhidas e cada ação é enviada para 2 milhões de pessoas como a escolha vencedora. Digamos que três dessas ações ganhem dinheiro e duas não. As 4 milhões de pessoas que receberam a seleção de ações que perderam dinheiro são removidas da lista (como se estivessem morrendo). Dia 2: Outras 5 ações são escolhidas. Desta vez, cada ação é enviada apenas para os ""sobreviventes"", cerca de 1,2 milhão de pessoas recebem uma nova escolha. Desse grupo, talvez apenas duas ações sejam vencedoras. Isso significa que 2,4 milhões de pessoas obtiveram a ação vencedora: dois dias seguidos! Você pode ver onde isso está indo... Dia 7: Após o último dia de envio, cerca de 100.000 ""sobreviventes"" permanecem na lista. São pessoas que receberam as escolhas vencedoras 7 dias seguidos e estão convencidas de que o ""investidor"" deve ser legítimo. Afinal, quais são as chances de alguém escolher 7 ações vencedoras seguidas com tanta confiança? ;;;;;;
224;O “profeta” Nostradamus escreveu cerca de 500 anos atrás: As feras famintas cruzarão os rios, A maior parte da batalha será contra Hister. Ele fará com que grandes homens sejam arrastados para uma jaula de ferro, Quando o filho da Alemanha não obedecer a nenhuma lei. Certamente ele deve ter tido alguma visão de Hitler!;Quando você se concentra apenas nessa previsão, pode parecer assim, mas perceba que Nostradamus fez mais de 1000 “previsões”, a maioria (todas?) Dadas tantas previsões, é estatisticamente impossível NÃO corresponder pelo menos uma a um evento real. Novamente, se você ignorar o ruído (as previsões que não fazem sentido), parece incrível. A propósito, “Hister” é o nome latino do rio Danúbio.;SuperCyberDate.con determinou que Sally e Billy são uma ótima combinação porque ambos gostam de pizza, filmes, junk food, Janet Jackson e votam nos republicanos.;O que o SuperCyberDate.con não levou em consideração foram os outros 245 gostos e desgostos que eram muito diferentes tanto para Sally quanto para Billy — como o fato de Billy gostar de homens.;;;;;
225;O candidato presidencial foi acusado de ser racista. Mas ele afirmou recentemente que gostou muito do filme “Roots”, então acho que ele não é racista.;Gostar de um filme que expõe o racismo e incentiva a igualdade está longe de ser o mesmo que não ser racista.;A empresa do Sr. McBoss consiste em 50 executivos, todos homens, e 50 secretárias, todas mulheres. Para mostrar que se preocupa com a igualdade de oportunidades, ele concordou em contratar uma executiva.;Este gesto ""simbólico"" não chega nem perto de compensar as práticas de contratação desproporcionais da empresa do Sr. McBoss. ;No verão de 2020, quando as tensões raciais eram altas, muitas fontes da mídia fizeram sua parte para resolver o racismo colocando o “B” em maiúscula ao se referir aos negros, mantendo o “w” minúsculo ao se referir aos brancos. Algumas fontes que pegaram essa história viram isso como um gesto simbólico para ajudar a protegê-los de reivindicações públicas de racismo.;;;;
226;Gertrude: Estou cansada de ter que preencher esses formulários o dia todo. Não podemos encontrar um sistema mais eficiente? Cindy-Lou: Se você não está satisfeito com a maneira como fazemos as coisas, podemos encontrar alguém que esteja!;Cindy-Lou não abordou a questão, mas essencialmente ameaçou Gertrude para calar a boca ou perder o emprego. Este exemplo também pode ser visto como um apelo à força.;Steve: Na Suécia, a faculdade é gratuita para os cidadãos. Como é que não podemos fazer isso aqui? Ed: Se você gosta tanto da Suécia, vá para lá. Os EUA ficariam felizes em se livrar de sua bunda liberal!;Além de petição de princípio (Steve não disse que gostava da Suécia), Ed se recusou a responder à pergunta e desviou com uma pergunta insincera sobre por que Steve não se mudou para a Suécia.;;;;;
227;Jimmy roubou o almoço de Tommy no passado. Portanto, é aceitável que Tommy roube o almoço de Jimmy hoje.;Foi errado Jimmy roubar o almoço de Tommy, mas não é um bom raciocínio afirmar que Tommy roubando o almoço de Jimmy consertaria a situação. O que nos resta são duas crianças que roubam, sem entender melhor por que não deveriam roubar.;Parece que o garçom esqueceu de nos cobrar pela cara garrafa de champanhe. Vamos embora - afinal, se ele nos cobrou a mais, duvido que ele nos perseguisse para nos devolver o dinheiro que pagamos a mais.;Aqui o raciocínio é um pouco mais falacioso porque estamos fazendo uma suposição do que o garçom pode fazer. Mesmo que isso fosse verdade, duas fraudes não resolvem a situação.;;;;;
228;Vendedor: A Toyota fabrica cerca de quatro dúzias de carros, portanto, se você não gostar deste, poderá ver outros. Prospecto: Eu teria imaginado que eles fabricavam quase milhões de carros.;O vendedor estava se referindo aos diferentes tipos de carros (modelos) que a Toyota fabrica, não quantas instâncias (ou fichas) de cada carro foram fabricadas. Ao não declarar especificamente ""tipos de carros"" ou ""modelos"", a declaração era ambígua e confusa desnecessariamente. ;Greg: Eu tenho o mesmo terno de George Clooney. Tim: Vocês se revezam para usá-lo?;Greg quer dizer que ele usava o mesmo tipo de terno que George Clooney. Tim provavelmente estava sendo um espertinho com sua resposta, mas caso não fosse, ele confundiu o tipo com o token (aquele naipe único).;;;;;
229;Tenho unicórnios minúsculos e invisíveis vivendo no meu ânus. Infelizmente, estes não podem ser detectados por nenhum tipo de equipamento científico.;Embora possa ser um fato que criaturas minúsculas, invisíveis e mitológicas estejam ocupando a abertura desta pessoa na extremidade inferior do canal alimentar, é uma teoria construída para que não possa ser falsificada de forma alguma, portanto, não deve ser seriamente considerado sem evidências significativas.;Os sacerdotes podem literalmente transformar o vinho no sangue de Jesus.;Certamente, podemos examinar o líquido e ver se ele pelo menos muda quimicamente, não podemos? Não. Porque a transubstanciação não é sobre uma mudança física ou química, mas uma mudança na “substância” -- que, claro, não é uma mudança material e, portanto, impossível de falsificar. Além disso, a alegação não é que “poderia estar” acontecendo, mas certamente está acontecendo, aumentando a falácia da alegação. A única evidência disso são alguns versículos ambíguos na Bíblia – tão ambíguos que mais de um bilhão de cristãos não concordam com a crença de que a transubstanciação ocorre. Portanto, temos infalseabilidade, crença na certeza e evidências muito fracas.;;;;;
230;Tony não concorda que todo negro na América deva ser compensado financeiramente pela história da escravidão. Portanto, Tony é um racista.;O termo ""racista"" é um termo extremamente pejorativo que tem sido tradicionalmente associado àqueles que possuem crenças de supremacia racial - a crença de que a raça de alguém é superior às outras raças. Ao expandir a definição para incluir ""aqueles que não concordam com as políticas que beneficiam outra raça"", equiparamos enganosamente o comportamento com as raízes muito mais maliciosas do rótulo ou do grupo. Isso não apenas caracteriza de forma irracional a pessoa que é contra a política, mas também dilui o significado de ""racista"" a ponto de os racistas tradicionais serem vistos de forma irracionalmente mais favorável porque o termo ""racismo"" foi expandido para incluir um espectro de comportamentos muito menos maliciosos. ;Suzie e Patty foram a um encontro. Patty disse a si mesma e a seus amigos que não faria sexo no primeiro encontro, mas fez mesmo assim porque foi pega no momento. No dia seguinte, Patty disse que Suzie era muito sedutora e Patty não resistiu a seus avanços. Os amigos de Patty a convencem de que ela foi estuprada.;o objetivo dos amigos de Patty era mostrar simpatia por Patty. Eles fizeram isso dando a ela o status de vítima e criminalizando o comportamento de Suzie ao considerá-la irracionalmente uma ""estupradora"". Universalmente, se o comportamento de Suzie é aceito como ""estupro"", a definição mudou radicalmente, o que não apenas rebaixa as vítimas de estupro ""tradicional"" ao associá-las com aqueles que foram seduzidos por seu par, mas confunde estupradores reais com aqueles que são apenas sedutores. ;Ricardo comeu um hambúrguer no almoço. Antonio, amigo vegano de Ricardo, argumenta que ele é um assassino.;""Assassinato"" é tradicionalmente definido como a morte ilegal de outro ser humano. Uma vaca não é um ser humano, matar uma vaca não é ilegal, e Ricardo não matou a vaca que comeu. Não é razoável colocar Ricardo, um cara que come um hambúrguer, na mesma categoria que Jeffrey Dahmer, um cara que comeu suas vítimas humanas que matou. Antonio está usando o termo ""assassino"" em uma tentativa falaciosa de associar um nível semelhante de malícia ao comportamento de Ricardo. ;;;
